200	21	
1000	19857	
7	87	
77	75	
64	16	
98	15	
7	67	
22	71	
13	55	
48	77	
31	94	
86	68	
93	98	
2	59	
89	57	
50	19	
30	41	
90	26	
33	48	
0	32	
76	37	
35	17	
24	69	
73	41	55
3	65	149
0	96	163
55	91	190
39	34	75
36	86	103
77	65	164
76	62	35
69	80	78
85	2	158
14	48	137
61	95	85
62	18	199
68	48	129
54	97	123
20	84	198
43	23	86
38	27	11
65	11	54
58	96	51
37	46	95
29	5	148
99	63	58
34	26	170
42	30	117
49	1	20
17	54	96
10	51	37
69	20	64
69	17	64
98	80	102
9	43	158
0	63	84
91	30	136
72	50	97
13	59	109
82	12	199
70	26	200
61	2	6
52	25	67
67	28	103
15	36	146
59	29	69
82	53	1
37	27	141
79	84	69
45	86	147
8	55	187
42	99	98
63	55	48
66	90	49
70	87	126
33	60	52
87	83	200
36	46	54
4	82	130
74	92	109
64	0	159
77	30	37
36	55	82
19	75	168
42	56	14
78	71	164
79	52	7
31	66	64
47	6	50
36	76	10
85	78	195
13	3	111
26	94	163
77	28	100
55	96	185
23	44	63
65	64	170
57	55	133
37	39	82
77	24	80
56	45	129
60	63	175
45	79	124
26	22	30
40	33	5
80	38	26
67	41	84
7	60	94
97	15	95
27	11	15
9	20	179
16	59	174
38	68	98
5	60	121
66	88	45
94	68	118
31	0	37
2	65	81
53	18	141
45	31	126
15	74	64
69	9	19
36	67	156
8	5	76
19	98	92
35	27	66
72	57	17
81	74	178
22	46	91
20	94	77
47	90	84
93	9	146
54	50	32
83	25	29
29	15	76
46	11	167
6	56	145
55	36	52
93	69	47
7	22	185
28	70	31
88	54	58
98	94	144
3	24	76
27	48	126
80	8	103
99	90	179
45	48	173
45	72	9
86	79	160
16	33	68
43	12	74
99	24	166
91	38	168
34	11	118
87	41	77
52	43	31
24	85	148
1	16	48
61	29	140
65	22	161
60	36	114
47	34	27
64	6	96
2	0	110
91	94	151
60	78	31
92	99	71
40	82	61
44	41	179
57	83	12
88	72	104
56	98	178
74	74	28
37	41	45
74	69	67
93	70	74
52	72	107
64	78	119
35	93	106
63	54	109
31	49	6
92	82	160
9	42	24
91	65	71
32	0	19
34	12	84
30	60	60
17	22	40
53	80	150
93	89	33
94	27	81
98	94	191
51	72	47
33	40	186
19	59	77
48	62	22
91	47	138
43	27	33
14	44	100
97	78	24
11	89	124
62	96	167
19	47	128
75	91	182
9	42	23
39	75	134
74	68	7
18	92	127
12	72	34
35	33	103
19	26	89
57	80	175
20	45	159
54	42	134
2	63	188
54	72	23
90	7	98
6	7	81
81	78	142
76	12	187
79	46	155
26	72	72
