50	6	
2000	10000	
73	41	
24	45	
28	10	
62	33	
88	100	
21	82	
40	33	118
23	44	63
39	41	111
23	40	154
23	48	1
21	48	21
23	47	78
20	50	89
35	36	77
22	45	30
21	4	60
21	3	88
26	5	89
37	11	70
19	12	18
23	20	26
38	5	75
25	18	25
27	11	168
31	6	167
57	50	35
50	35	106
53	42	17
53	38	163
47	46	93
56	49	98
59	34	108
49	43	150
47	48	89
59	39	36
73	94	129
76	83	61
71	94	182
76	88	8
76	94	133
78	93	192
76	99	84
81	95	90
76	96	151
87	91	76
14	96	98
18	87	48
19	94	49
20	93	126
13	88	52
23	93	200
13	85	54
7	92	130
21	94	109
19	76	159
