100	11	
1000	10000	
73	41	
30	53	
33	51	
58	54	
65	66	
19	52	
14	55	
29	13	
20	4	
74	84	
69	70	
40	33	118
23	44	63
39	41	111
23	40	154
23	48	1
21	48	21
23	47	78
20	50	89
35	36	77
22	45	30
24	45	87
20	46	115
24	44	16
23	37	132
25	41	42
31	41	96
32	46	175
40	45	2
24	40	95
38	39	144
59	55	117
60	49	20
54	60	96
52	59	37
64	53	64
64	52	64
70	65	102
52	57	158
50	61	84
68	55	136
65	59	97
53	61	109
67	51	199
64	54	200
63	49	6
61	54	67
64	54	103
53	56	146
62	54	69
67	59	1
21	63	140
15	51	40
24	47	159
15	56	112
22	50	162
21	62	135
16	52	99
21	51	43
13	49	6
20	57	154
22	57	86
4	56	9
10	63	177
15	63	11
19	48	22
15	46	125
18	47	107
14	54	179
17	54	170
5	56	128
22	17	69
20	3	71
28	22	10
28	9	112
15	7	106
16	21	76
18	21	88
21	4	95
16	12	148
22	12	8
19	4	155
19	14	174
19	10	109
15	4	51
18	3	112
16	12	149
16	3	157
31	12	50
26	10	76
21	9	164
72	75	32
71	81	101
69	82	110
80	80	118
76	71	184
64	85	195
71	74	29
75	85	105
63	68	190
66	76	93
77	87	142
78	69	125
76	70	31
67	70	82
62	83	120
65	80	90
75	80	126
62	71	10
76	72	160
73	84	100
