50	11	
2000	10000	
73	41	
24	45	
24	33	
24	23	
30	37	
23	29	
30	19	
62	14	
73	16	
91	32	
106	38	
40	33	118
23	44	63
39	41	111
23	40	154
23	48	1
21	48	21
23	47	78
20	50	89
35	36	77
22	45	30
26	37	123
20	34	198
24	22	86
23	23	11
29	20	54
27	37	51
23	27	95
21	18	148
36	30	58
22	23	170
31	28	65
31	27	29
25	22	80
24	31	43
37	33	158
29	23	157
33	21	92
27	33	109
31	37	171
32	36	141
73	4	110
67	15	139
73	19	119
72	7	180
79	17	175
74	22	173
76	20	32
70	9	121
79	4	25
66	14	70
95	38	166
106	28	16
91	33	104
102	27	11
104	38	107
109	39	104
103	26	42
107	39	172
103	43	95
95	29	106
